player-name,team,jersey,position,Bdate,height,caps,goals,match_red_card,,
AHMED HEGAZY,Egypt,6,Defender,1/25/1991,194.0 cm,48,1,0,,"insert into player values ('AHMED HEGAZY','Egypt',6,'Defender',to_date('1/25/1991','mm/dd/yyyy'),'194.0 cm',48,1,0);"
Runar RUNARSSON,Iceland,13,Goalkeeper,2/18/1995,186.0 cm,3,0,NULL,,"insert into player values ('Runar RUNARSSON','Iceland',13,'Goalkeeper',to_date('2/18/1995','mm/dd/yyyy'),'186.0 cm',3,0,NULL);"
Youssef AIT BENNASSER,Morocco,15,Midfielder,7/7/1996,184.0 cm,14,0,NULL,,"insert into player values ('Youssef AIT BENNASSER','Morocco',15,'Midfielder',to_date('7/7/1996','mm/dd/yyyy'),'184.0 cm',14,0,NULL);"
Denis CHERYSHEV,Russia,6,Midfielder,12/26/1990,173.0 cm,16,4,0,,"insert into player values ('Denis CHERYSHEV','Russia',6,'Midfielder',to_date('12/26/1990','mm/dd/yyyy'),'173.0 cm',16,4,0);"
Ferjani SASSI,Tunisia,13,Midfielder,3/18/1992,186.0 cm,44,4,0,,"insert into player values ('Ferjani SASSI','Tunisia',13,'Midfielder',to_date('3/18/1992','mm/dd/yyyy'),'186.0 cm',44,4,0);"
CASSIO,Brazil,16,Goalkeeper,6/6/1987,195.0 cm,1,0,NULL,,"insert into player values ('CASSIO','Brazil',16,'Goalkeeper',to_date('6/6/1987','mm/dd/yyyy'),'195.0 cm',1,0,NULL);"
Phil JONES,England,16,Defender,2/21/1992,182.0 cm,27,0,0,,"insert into player values ('Phil JONES','England',16,'Defender',to_date('2/21/1992','mm/dd/yyyy'),'182.0 cm',27,0,0);"
Luka MILIVOJEVIC,Serbia,4,Midfielder,4/7/1991,186.0 cm,30,1,0,,"insert into player values ('Luka MILIVOJEVIC','Serbia',4,'Midfielder',to_date('4/7/1991','mm/dd/yyyy'),'186.0 cm',30,1,0);"
Karim ANSARIFARD,IR Iran,10,Forward,4/3/1990,187.0 cm,67,19,0,,"insert into player values ('Karim ANSARIFARD','IR Iran',10,'Forward',to_date('4/3/1990','mm/dd/yyyy'),'187.0 cm',67,19,0);"
Miguel ARAUJO,Peru,5,Defender,10/24/1994,178.0 cm,8,0,NULL,,"insert into player values ('Miguel ARAUJO','Peru',5,'Defender',to_date('10/24/1994','mm/dd/yyyy'),'178.0 cm',8,0,NULL);"
Farid DIAZ,Colombia,18,Defender,7/20/1983,170.0 cm,13,0,NULL,,"insert into player values ('Farid DIAZ','Colombia',18,'Defender',to_date('7/20/1983','mm/dd/yyyy'),'170.0 cm',13,0,NULL);"
Noureddine AMRABAT,Morocco,16,Midfielder,3/31/1987,178.0 cm,48,4,0,,"insert into player values ('Noureddine AMRABAT','Morocco',16,'Midfielder',to_date('3/31/1987','mm/dd/yyyy'),'178.0 cm',48,4,0);"
Josip PIVARIC,Croatia,22,Defender,1/30/1989,176.0 cm,23,0,0,,"insert into player values ('Josip PIVARIC','Croatia',22,'Defender',to_date('1/30/1989','mm/dd/yyyy'),'176.0 cm',23,0,0);"
Dries MERTENS,Belgium,14,Forward,5/6/1987,169.0 cm,75,15,0,,"insert into player values ('Dries MERTENS','Belgium',14,'Forward',to_date('5/6/1987','mm/dd/yyyy'),'169.0 cm',75,15,0);"
Nicolas TAGLIAFICO,Argentina,3,Defender,8/31/1992,169.0 cm,8,0,0,,"insert into player values ('Nicolas TAGLIAFICO','Argentina',3,'Defender',to_date('8/31/1992','mm/dd/yyyy'),'169.0 cm',8,0,0);"
Nilson LOYOLA,Peru,22,Defender,10/26/1994,179.0 cm,3,0,NULL,,"insert into player values ('Nilson LOYOLA','Peru',22,'Defender',to_date('10/26/1994','mm/dd/yyyy'),'179.0 cm',3,0,NULL);"
Daniel AKPEYI,Nigeria,16,Goalkeeper,3/8/1986,187.0 cm,6,0,NULL,,"insert into player values ('Daniel AKPEYI','Nigeria',16,'Goalkeeper',to_date('3/8/1986','mm/dd/yyyy'),'187.0 cm',6,0,NULL);"
GO Yohan,Korea Republic,22,Defender,3/10/1988,170.0 cm,20,0,0,,"insert into player values ('GO Yohan','Korea Republic',22,'Defender',to_date('3/10/1988','mm/dd/yyyy'),'170.0 cm',20,0,0);"
Harry KANE,England,9,Forward,7/28/1993,188.0 cm,30,19,0,,"insert into player values ('Harry KANE','England',9,'Forward',to_date('7/28/1993','mm/dd/yyyy'),'188.0 cm',30,19,0);"
Thomas VERMAELEN,Belgium,3,Defender,11/14/1985,183.0 cm,69,1,0,,"insert into player values ('Thomas VERMAELEN','Belgium',3,'Defender',to_date('11/14/1985','mm/dd/yyyy'),'183.0 cm',69,1,0);"
Leon GORETZKA,Germany,14,Midfielder,2/6/1995,189.0 cm,16,6,0,,"insert into player values ('Leon GORETZKA','Germany',14,'Midfielder',to_date('2/6/1995','mm/dd/yyyy'),'189.0 cm',16,6,0);"
Kevin DE BRUYNE,Belgium,7,Midfielder,6/28/1991,181.0 cm,68,15,0,,"insert into player values ('Kevin DE BRUYNE','Belgium',7,'Midfielder',to_date('6/28/1991','mm/dd/yyyy'),'181.0 cm',68,15,0);"
Kylian MBAPPE,France,10,Forward,12/20/1998,178.0 cm,22,8,0,,"insert into player values ('Kylian MBAPPE','France',10,'Forward',to_date('12/20/1998','mm/dd/yyyy'),'178.0 cm',22,8,0);"
John GUIDETTI,Sweden,11,Forward,4/15/1992,185.0 cm,22,1,0,,"insert into player values ('John GUIDETTI','Sweden',11,'Forward',to_date('4/15/1992','mm/dd/yyyy'),'185.0 cm',22,1,0);"
Aleksandar MITROVIC,Serbia,9,Forward,9/16/1994,189.0 cm,41,17,0,,"insert into player values ('Aleksandar MITROVIC','Serbia',9,'Forward',to_date('9/16/1994','mm/dd/yyyy'),'189.0 cm',41,17,0);"
Alvaro ODRIOZOLA,Spain,12,Defender,12/14/1995,178.0 cm,4,1,NULL,,"insert into player values ('Alvaro ODRIOZOLA','Spain',12,'Defender',to_date('12/14/1995','mm/dd/yyyy'),'178.0 cm',4,1,NULL);"
Harold CUMMINGS,Panama,3,Defender,3/1/1992,183.0 cm,48,0,0,,"insert into player values ('Harold CUMMINGS','Panama',3,'Defender',to_date('3/1/1992','mm/dd/yyyy'),'183.0 cm',48,0,0);"
Kasper  SCHMEICHEL,Denmark,1,Goalkeeper,11/5/1986,190.0 cm,39,0,0,,"insert into player values ('Kasper  SCHMEICHEL','Denmark',1,'Goalkeeper',to_date('11/5/1986','mm/dd/yyyy'),'190.0 cm',39,0,0);"
Ashkan DEJAGAH,IR Iran,21,Forward,7/5/1986,181.0 cm,46,9,NULL,,"insert into player values ('Ashkan DEJAGAH','IR Iran',21,'Forward',to_date('7/5/1986','mm/dd/yyyy'),'181.0 cm',46,9,NULL);"
AHMED FATHI,Egypt,7,Defender,11/10/1984,176.0 cm,131,3,0,,"insert into player values ('AHMED FATHI','Egypt',7,'Defender',to_date('11/10/1984','mm/dd/yyyy'),'176.0 cm',131,3,0);"
Alex RODRIGUEZ,Panama,22,Goalkeeper,8/5/1990,197.0 cm,6,0,NULL,,"insert into player values ('Alex RODRIGUEZ','Panama',22,'Goalkeeper',to_date('8/5/1990','mm/dd/yyyy'),'197.0 cm',6,0,NULL);"
Joel CAMPBELL,Costa Rica,12,Forward,6/26/1992,178.0 cm,79,15,0,,"insert into player values ('Joel CAMPBELL','Costa Rica',12,'Forward',to_date('6/26/1992','mm/dd/yyyy'),'178.0 cm',79,15,0);"
Dejan LOVREN,Croatia,6,Defender,7/5/1989,188.0 cm,46,2,0,,"insert into player values ('Dejan LOVREN','Croatia',6,'Defender',to_date('7/5/1989','mm/dd/yyyy'),'188.0 cm',46,2,0);"
Makoto HASEBE,Japan,17,Midfielder,1/18/1984,180.0 cm,114,2,0,,"insert into player values ('Makoto HASEBE','Japan',17,'Midfielder',to_date('1/18/1984','mm/dd/yyyy'),'180.0 cm',114,2,0);"
Ngolo KANTE,France,13,Midfielder,3/29/1991,168.0 cm,31,1,0,,"insert into player values ('Ngolo KANTE','France',13,'Midfielder',to_date('3/29/1991','mm/dd/yyyy'),'168.0 cm',31,1,0);"
Leon BALOGUN,Nigeria,6,Defender,6/28/1988,190.0 cm,22,0,0,,"insert into player values ('Leon BALOGUN','Nigeria',6,'Defender',to_date('6/28/1988','mm/dd/yyyy'),'190.0 cm',22,0,0);"
Alberto RODRIGUEZ,Peru,2,Defender,3/31/1984,179.0 cm,75,0,0,,"insert into player values ('Alberto RODRIGUEZ','Peru',2,'Defender',to_date('3/31/1984','mm/dd/yyyy'),'179.0 cm',75,0,0);"
Miguel BORJA,Colombia,19,Forward,1/26/1993,183.0 cm,8,2,0,,"insert into player values ('Miguel BORJA','Colombia',19,'Forward',to_date('1/26/1993','mm/dd/yyyy'),'183.0 cm',8,2,0);"
Bryan IDOWU,Nigeria,2,Defender,5/18/1992,179.0 cm,8,1,0,,"insert into player values ('Bryan IDOWU','Nigeria',2,'Defender',to_date('5/18/1992','mm/dd/yyyy'),'179.0 cm',8,1,0);"
Artem DZYUBA,Russia,22,Forward,8/22/1988,196.0 cm,28,14,0,,"insert into player values ('Artem DZYUBA','Russia',22,'Forward',to_date('8/22/1988','mm/dd/yyyy'),'196.0 cm',28,14,0);"
Raphael VARANE,France,4,Defender,4/25/1993,191.0 cm,49,3,0,,"insert into player values ('Raphael VARANE','France',4,'Defender',to_date('4/25/1993','mm/dd/yyyy'),'191.0 cm',49,3,0);"
THIAGO,Spain,10,Midfielder,4/11/1991,174.0 cm,31,2,0,,"insert into player values ('THIAGO','Spain',10,'Midfielder',to_date('4/11/1991','mm/dd/yyyy'),'174.0 cm',31,2,0);"
Martin SILVA,Uruguay,23,Goalkeeper,3/25/1983,187.0 cm,11,0,NULL,,"insert into player values ('Martin SILVA','Uruguay',23,'Goalkeeper',to_date('3/25/1983','mm/dd/yyyy'),'187.0 cm',11,0,NULL);"
Christian ERIKSEN,Denmark,10,Midfielder,2/14/1992,181.0 cm,82,23,0,,"insert into player values ('Christian ERIKSEN','Denmark',10,'Midfielder',to_date('2/14/1992','mm/dd/yyyy'),'181.0 cm',82,23,0);"
Yassine MERIAH,Tunisia,4,Defender,7/2/1993,183.0 cm,20,1,0,,"insert into player values ('Yassine MERIAH','Tunisia',4,'Defender',to_date('7/2/1993','mm/dd/yyyy'),'183.0 cm',20,1,0);"
Harry MAGUIRE,England,6,Defender,3/5/1993,193.0 cm,12,1,0,,"insert into player values ('Harry MAGUIRE','England',6,'Defender',to_date('3/5/1993','mm/dd/yyyy'),'193.0 cm',12,1,0);"
Marouane FELLAINI,Belgium,8,Midfielder,11/22/1987,194.0 cm,87,18,0,,"insert into player values ('Marouane FELLAINI','Belgium',8,'Midfielder',to_date('11/22/1987','mm/dd/yyyy'),'194.0 cm',87,18,0);"
Simon MIGNOLET,Belgium,12,Goalkeeper,3/6/1988,193.0 cm,21,0,NULL,,"insert into player values ('Simon MIGNOLET','Belgium',12,'Goalkeeper',to_date('3/6/1988','mm/dd/yyyy'),'193.0 cm',21,0,NULL);"
TAREK HAMED,Egypt,8,Midfielder,10/24/1988,169.0 cm,26,0,0,,"insert into player values ('TAREK HAMED','Egypt',8,'Midfielder',to_date('10/24/1988','mm/dd/yyyy'),'169.0 cm',26,0,0);"
Celso BORGES,Costa Rica,5,Midfielder,5/27/1988,187.0 cm,114,18,0,,"insert into player values ('Celso BORGES','Costa Rica',5,'Midfielder',to_date('5/27/1988','mm/dd/yyyy'),'187.0 cm',114,18,0);"
Hiroki SAKAI,Japan,19,Defender,4/12/1990,183.0 cm,47,0,0,,"insert into player values ('Hiroki SAKAI','Japan',19,'Defender',to_date('4/12/1990','mm/dd/yyyy'),'183.0 cm',47,0,0);"
RICARDO QUARESMA,Portugal,20,Forward,9/26/1983,175.0 cm,80,10,0,,"insert into player values ('RICARDO QUARESMA','Portugal',20,'Forward',to_date('9/26/1983','mm/dd/yyyy'),'175.0 cm',80,10,0);"
Marco REUS,Germany,11,Forward,5/31/1989,180.0 cm,34,10,0,,"insert into player values ('Marco REUS','Germany',11,'Forward',to_date('5/31/1989','mm/dd/yyyy'),'180.0 cm',34,10,0);"
Florian THAUVIN,France,20,Forward,1/26/1993,180.0 cm,5,0,0,,"insert into player values ('Florian THAUVIN','France',20,'Forward',to_date('1/26/1993','mm/dd/yyyy'),'180.0 cm',5,0,0);"
Shinji OKAZAKI,Japan,9,Forward,4/16/1986,174.0 cm,116,50,0,,"insert into player values ('Shinji OKAZAKI','Japan',9,'Forward',to_date('4/16/1986','mm/dd/yyyy'),'174.0 cm',116,50,0);"
Albin EKDAL,Sweden,8,Midfielder,7/28/1989,186.0 cm,39,0,0,,"insert into player values ('Albin EKDAL','Sweden',8,'Midfielder',to_date('7/28/1989','mm/dd/yyyy'),'186.0 cm',39,0,0);"
Maya YOSHIDA,Japan,22,Defender,8/24/1988,189.0 cm,86,10,0,,"insert into player values ('Maya YOSHIDA','Japan',22,'Defender',to_date('8/24/1988','mm/dd/yyyy'),'189.0 cm',86,10,0);"
JOAO MARIO,Portugal,10,Midfielder,1/19/1993,179.0 cm,40,2,0,,"insert into player values ('JOAO MARIO','Portugal',10,'Midfielder',to_date('1/19/1993','mm/dd/yyyy'),'179.0 cm',40,2,0);"
Yussuf Yurary POULSEN,Denmark,20,Forward,6/15/1994,193.0 cm,31,5,0,,"insert into player values ('Yussuf Yurary POULSEN','Denmark',20,'Forward',to_date('6/15/1994','mm/dd/yyyy'),'193.0 cm',31,5,0);"
Martin CACERES,Uruguay,22,Defender,4/7/1987,178.0 cm,81,4,0,,"insert into player values ('Martin CACERES','Uruguay',22,'Defender',to_date('4/7/1987','mm/dd/yyyy'),'178.0 cm',81,4,0);"
Arnor TRAUSTASON,Iceland,21,Midfielder,4/30/1993,183.0 cm,20,5,0,,"insert into player values ('Arnor TRAUSTASON','Iceland',21,'Midfielder',to_date('4/30/1993','mm/dd/yyyy'),'183.0 cm',20,5,0);"
Nemanja RADONJIC,Serbia,18,Forward,2/15/1996,185.0 cm,5,0,0,,"insert into player values ('Nemanja RADONJIC','Serbia',18,'Forward',to_date('2/15/1996','mm/dd/yyyy'),'185.0 cm',5,0,0);"
Yoshinori MUTO,Japan,13,Forward,7/15/1992,179.0 cm,24,2,0,,"insert into player values ('Yoshinori MUTO','Japan',13,'Forward',to_date('7/15/1992','mm/dd/yyyy'),'179.0 cm',24,2,0);"
Cheikh NDOYE,Senegal,11,Midfielder,3/29/1986,192.0 cm,29,3,0,,"insert into player values ('Cheikh NDOYE','Senegal',11,'Midfielder',to_date('3/29/1986','mm/dd/yyyy'),'192.0 cm',29,3,0);"
JOSE FONTE,Portugal,6,Defender,12/22/1983,191.0 cm,35,0,0,,"insert into player values ('JOSE FONTE','Portugal',6,'Defender',to_date('12/22/1983','mm/dd/yyyy'),'191.0 cm',35,0,0);"
Dani CARVAJAL,Spain,2,Defender,1/11/1992,173.0 cm,18,0,0,,"insert into player values ('Dani CARVAJAL','Spain',2,'Defender',to_date('1/11/1992','mm/dd/yyyy'),'173.0 cm',18,0,0);"
Ashley  YOUNG,England,18,Defender,7/9/1985,175.0 cm,39,7,0,,"insert into player values ('Ashley  YOUNG','England',18,'Defender',to_date('7/9/1985','mm/dd/yyyy'),'175.0 cm',39,7,0);"
Kepa ARRIZABALAGA,Spain,13,Goalkeeper,10/3/1994,189.0 cm,1,0,NULL,,"insert into player values ('Kepa ARRIZABALAGA','Spain',13,'Goalkeeper',to_date('10/3/1994','mm/dd/yyyy'),'189.0 cm',1,0,NULL);"
PARK Jooho,Korea Republic,6,Defender,1/16/1987,174.0 cm,37,0,0,,"insert into player values ('PARK Jooho','Korea Republic',6,'Defender',to_date('1/16/1987','mm/dd/yyyy'),'174.0 cm',37,0,0);"
Ilkay GUENDOGAN,Germany,21,Midfielder,10/24/1990,180.0 cm,27,4,0,,"insert into player values ('Ilkay GUENDOGAN','Germany',21,'Midfielder',to_date('10/24/1990','mm/dd/yyyy'),'180.0 cm',27,4,0);"
MOHAMMED ALOWAIS,Saudi Arabia,22,Goalkeeper,10/10/1991,187.0 cm,7,0,0,,"insert into player values ('MOHAMMED ALOWAIS','Saudi Arabia',22,'Goalkeeper',to_date('10/10/1991','mm/dd/yyyy'),'187.0 cm',7,0,0);"
Alan DZAGOEV,Russia,9,Midfielder,6/17/1990,178.0 cm,59,9,0,,"insert into player values ('Alan DZAGOEV','Russia',9,'Midfielder',to_date('6/17/1990','mm/dd/yyyy'),'178.0 cm',59,9,0);"
Mohamed BEN AMOR,Tunisia,14,Midfielder,5/3/1992,180.0 cm,27,2,0,,"insert into player values ('Mohamed BEN AMOR','Tunisia',14,'Midfielder',to_date('5/3/1992','mm/dd/yyyy'),'180.0 cm',27,2,0);"
HATAN BAHBRI,Saudi Arabia,9,Midfielder,7/16/1992,170.0 cm,8,0,0,,"insert into player values ('HATAN BAHBRI','Saudi Arabia',9,'Midfielder',to_date('7/16/1992','mm/dd/yyyy'),'170.0 cm',8,0,0);"
NACHO,Spain,4,Defender,1/18/1990,179.0 cm,19,1,0,,"insert into player values ('NACHO','Spain',4,'Defender',to_date('1/18/1990','mm/dd/yyyy'),'179.0 cm',19,1,0);"
Kieran TRIPPIER,England,12,Defender,9/19/1990,178.0 cm,13,1,0,,"insert into player values ('Kieran TRIPPIER','England',12,'Defender',to_date('9/19/1990','mm/dd/yyyy'),'178.0 cm',13,1,0);"
Aziz BOUHADDOUZ,Morocco,20,Forward,3/30/1987,188.0 cm,17,3,0,,"insert into player values ('Aziz BOUHADDOUZ','Morocco',20,'Forward',to_date('3/30/1987','mm/dd/yyyy'),'188.0 cm',17,3,0);"
Manuel AKANJI,Switzerland,5,Defender,7/19/1995,186.0 cm,11,0,0,,"insert into player values ('Manuel AKANJI','Switzerland',5,'Defender',to_date('7/19/1995','mm/dd/yyyy'),'186.0 cm',11,0,0);"
Ghaylen CHAALELI,Tunisia,20,Forward,2/28/1994,179.0 cm,7,1,0,,"insert into player values ('Ghaylen CHAALELI','Tunisia',20,'Forward',to_date('2/28/1994','mm/dd/yyyy'),'179.0 cm',7,1,0);"
MOHAMMED ALBURAYK,Saudi Arabia,6,Defender,9/15/1992,173.0 cm,12,0,0,,"insert into player values ('MOHAMMED ALBURAYK','Saudi Arabia',6,'Defender',to_date('9/15/1992','mm/dd/yyyy'),'173.0 cm',12,0,0);"
Antonio RUKAVINA,Serbia,2,Defender,1/26/1984,177.0 cm,49,0,0,,"insert into player values ('Antonio RUKAVINA','Serbia',2,'Defender',to_date('1/26/1984','mm/dd/yyyy'),'177.0 cm',49,0,0);"
Martin OLSSON,Sweden,5,Defender,5/17/1988,177.0 cm,45,5,0,,"insert into player values ('Martin OLSSON','Sweden',5,'Defender',to_date('5/17/1988','mm/dd/yyyy'),'177.0 cm',45,5,0);"
Nahuel GUZMAN,Argentina,1,Goalkeeper,2/10/1986,192.0 cm,6,0,NULL,,"insert into player values ('Nahuel GUZMAN','Argentina',1,'Goalkeeper',to_date('2/10/1986','mm/dd/yyyy'),'192.0 cm',6,0,NULL);"
Hugo AYALA,Mexico,2,Defender,3/31/1987,188.0 cm,45,1,0,,"insert into player values ('Hugo AYALA','Mexico',2,'Defender',to_date('3/31/1987','mm/dd/yyyy'),'188.0 cm',45,1,0);"
Ismaila SARR,Senegal,18,Forward,2/25/1998,175.0 cm,16,3,0,,"insert into player values ('Ismaila SARR','Senegal',18,'Forward',to_date('2/25/1998','mm/dd/yyyy'),'175.0 cm',16,3,0);"
Ellyes SKHIRI,Tunisia,17,Midfielder,5/10/1995,185.0 cm,8,0,0,,"insert into player values ('Ellyes SKHIRI','Tunisia',17,'Midfielder',to_date('5/10/1995','mm/dd/yyyy'),'185.0 cm',8,0,0);"
Christian BOLANOS,Costa Rica,7,Midfielder,5/17/1984,178.0 cm,84,7,0,,"insert into player values ('Christian BOLANOS','Costa Rica',7,'Midfielder',to_date('5/17/1984','mm/dd/yyyy'),'178.0 cm',84,7,0);"
ESSAM ELHADARY,Egypt,1,Goalkeeper,1/15/1973,190.0 cm,159,0,0,,"insert into player values ('ESSAM ELHADARY','Egypt',1,'Goalkeeper',to_date('1/15/1973','mm/dd/yyyy'),'190.0 cm',159,0,0);"
Andreas GRANQVIST,Sweden,4,Defender,4/16/1985,192.0 cm,77,8,0,,"insert into player values ('Andreas GRANQVIST','Sweden',4,'Defender',to_date('4/16/1985','mm/dd/yyyy'),'192.0 cm',77,8,0);"
Maximiliano GOMEZ,Uruguay,18,Forward,8/14/1996,186.0 cm,7,0,0,,"insert into player values ('Maximiliano GOMEZ','Uruguay',18,'Forward',to_date('8/14/1996','mm/dd/yyyy'),'186.0 cm',7,0,0);"
Albert GUDMUNDSSON,Iceland,4,Midfielder,6/15/1997,177.0 cm,6,3,0,,"insert into player values ('Albert GUDMUNDSSON','Iceland',4,'Midfielder',to_date('6/15/1997','mm/dd/yyyy'),'177.0 cm',6,3,0);"
Dimitrios PETRATOS,Australia,21,Forward,11/10/1992,176.0 cm,2,0,NULL,,"insert into player values ('Dimitrios PETRATOS','Australia',21,'Forward',to_date('11/10/1992','mm/dd/yyyy'),'176.0 cm',2,0,NULL);"
Kyle WALKER,England,2,Defender,5/28/1990,178.0 cm,40,0,0,,"insert into player values ('Kyle WALKER','England',2,'Defender',to_date('5/28/1990','mm/dd/yyyy'),'178.0 cm',40,0,0);"
Granit XHAKA,Switzerland,10,Midfielder,9/27/1992,183.0 cm,66,10,0,,"insert into player values ('Granit XHAKA','Switzerland',10,'Midfielder',to_date('9/27/1992','mm/dd/yyyy'),'183.0 cm',66,10,0);"
Thomas MUELLER,Germany,13,Midfielder,9/13/1989,186.0 cm,94,38,0,,"insert into player values ('Thomas MUELLER','Germany',13,'Midfielder',to_date('9/13/1989','mm/dd/yyyy'),'186.0 cm',94,38,0);"
Milad MOHAMMADI,IR Iran,5,Defender,9/29/1993,178.0 cm,21,0,0,,"insert into player values ('Milad MOHAMMADI','IR Iran',5,'Defender',to_date('9/29/1993','mm/dd/yyyy'),'178.0 cm',21,0,0);"
EDERSON,Brazil,23,Goalkeeper,8/17/1993,188.0 cm,1,0,NULL,,"insert into player values ('EDERSON','Brazil',23,'Goalkeeper',to_date('8/17/1993','mm/dd/yyyy'),'188.0 cm',1,0,NULL);"
Tomi JURIC,Australia,9,Forward,7/22/1991,190.0 cm,38,8,0,,"insert into player values ('Tomi JURIC','Australia',9,'Forward',to_date('7/22/1991','mm/dd/yyyy'),'190.0 cm',38,8,0);"
KIM Younggwon,Korea Republic,19,Defender,2/27/1990,184.0 cm,56,3,0,,"insert into player values ('KIM Younggwon','Korea Republic',19,'Defender',to_date('2/27/1990','mm/dd/yyyy'),'184.0 cm',56,3,0);"
Daniel COLINDRES,Costa Rica,9,Midfielder,1/10/1985,180.0 cm,13,0,0,,"insert into player values ('Daniel COLINDRES','Costa Rica',9,'Midfielder',to_date('1/10/1985','mm/dd/yyyy'),'180.0 cm',13,0,0);"
Jose Luis RODRIGUEZ,Panama,21,Midfielder,6/19/1998,180.0 cm,5,0,0,,"insert into player values ('Jose Luis RODRIGUEZ','Panama',21,'Midfielder',to_date('6/19/1998','mm/dd/yyyy'),'180.0 cm',5,0,0);"
Masoud SHOJAEI,IR Iran,7,Midfielder,6/9/1984,187.0 cm,75,8,0,,"insert into player values ('Masoud SHOJAEI','IR Iran',7,'Midfielder',to_date('6/9/1984','mm/dd/yyyy'),'187.0 cm',75,8,0);"
Amir ABEDZADEH,IR Iran,22,Goalkeeper,4/26/1993,186.0 cm,1,0,NULL,,"insert into player values ('Amir ABEDZADEH','IR Iran',22,'Goalkeeper',to_date('4/26/1993','mm/dd/yyyy'),'186.0 cm',1,0,NULL);"
Piotr ZIELINSKI,Poland,19,Midfielder,5/20/1994,177.0 cm,36,5,0,,"insert into player values ('Piotr ZIELINSKI','Poland',19,'Midfielder',to_date('5/20/1994','mm/dd/yyyy'),'177.0 cm',36,5,0);"
Kasper DOLBERG,Denmark,12,Forward,10/6/1997,187.0 cm,7,1,0,,"insert into player values ('Kasper DOLBERG','Denmark',12,'Forward',to_date('10/6/1997','mm/dd/yyyy'),'187.0 cm',7,1,0);"
Raheem STERLING,England,10,Forward,12/8/1994,170.0 cm,44,2,0,,"insert into player values ('Raheem STERLING','England',10,'Forward',to_date('12/8/1994','mm/dd/yyyy'),'170.0 cm',44,2,0);"
Marcos ROJO,Argentina,16,Defender,3/20/1990,189.0 cm,59,3,0,,"insert into player values ('Marcos ROJO','Argentina',16,'Defender',to_date('3/20/1990','mm/dd/yyyy'),'189.0 cm',59,3,0);"
Sebastian RUDY,Germany,19,Midfielder,2/28/1990,179.0 cm,26,1,0,,"insert into player values ('Sebastian RUDY','Germany',19,'Midfielder',to_date('2/28/1990','mm/dd/yyyy'),'179.0 cm',26,1,0);"
Andrey SEMENOV,Russia,5,Defender,3/24/1989,191.0 cm,6,0,NULL,,"insert into player values ('Andrey SEMENOV','Russia',5,'Defender',to_date('3/24/1989','mm/dd/yyyy'),'191.0 cm',6,0,NULL);"
Thomas LEMAR,France,8,Forward,11/12/1995,172.0 cm,13,3,0,,"insert into player values ('Thomas LEMAR','France',8,'Forward',to_date('11/12/1995','mm/dd/yyyy'),'172.0 cm',13,3,0);"
Ricardo AVILA,Panama,19,Midfielder,2/4/1997,182.0 cm,7,0,0,,"insert into player values ('Ricardo AVILA','Panama',19,'Midfielder',to_date('2/4/1997','mm/dd/yyyy'),'182.0 cm',7,0,0);"
Joshua KIMMICH,Germany,18,Defender,2/8/1995,176.0 cm,32,3,0,,"insert into player values ('Joshua KIMMICH','Germany',18,'Defender',to_date('2/8/1995','mm/dd/yyyy'),'176.0 cm',32,3,0);"
Aleksandar PRIJOVIC,Serbia,8,Forward,4/21/1990,191.0 cm,10,1,0,,"insert into player values ('Aleksandar PRIJOVIC','Serbia',8,'Forward',to_date('4/21/1990','mm/dd/yyyy'),'191.0 cm',10,1,0);"
Yohan BEN ALOUANE,Tunisia,3,Defender,3/28/1987,185.0 cm,5,0,0,,"insert into player values ('Yohan BEN ALOUANE','Tunisia',3,'Defender',to_date('3/28/1987','mm/dd/yyyy'),'185.0 cm',5,0,0);"
Jose CUADRADO,Colombia,22,Goalkeeper,6/1/1985,180.0 cm,1,0,NULL,,"insert into player values ('Jose CUADRADO','Colombia',22,'Goalkeeper',to_date('6/1/1985','mm/dd/yyyy'),'180.0 cm',1,0,NULL);"
Daler KUZIAEV,Russia,7,Midfielder,1/15/1993,182.0 cm,11,0,0,,"insert into player values ('Daler KUZIAEV','Russia',7,'Midfielder',to_date('1/15/1993','mm/dd/yyyy'),'182.0 cm',11,0,0);"
Alexey MIRANCHUK,Russia,15,Midfielder,10/17/1995,185.0 cm,19,4,0,,"insert into player values ('Alexey MIRANCHUK','Russia',15,'Midfielder',to_date('10/17/1995','mm/dd/yyyy'),'185.0 cm',19,4,0);"
Nikola KALINIC,Croatia,16,Forward,1/5/1988,187.0 cm,42,15,NULL,,"insert into player values ('Nikola KALINIC','Croatia',16,'Forward',to_date('1/5/1988','mm/dd/yyyy'),'187.0 cm',42,15,NULL);"
Eduardo SALVIO,Argentina,18,Defender,7/13/1990,167.0 cm,11,0,0,,"insert into player values ('Eduardo SALVIO','Argentina',18,'Defender',to_date('7/13/1990','mm/dd/yyyy'),'167.0 cm',11,0,0);"
MOHAMED ELSHENAWY,Egypt,23,Goalkeeper,12/18/1988,191.0 cm,5,0,0,,"insert into player values ('MOHAMED ELSHENAWY','Egypt',23,'Goalkeeper',to_date('12/18/1988','mm/dd/yyyy'),'191.0 cm',5,0,0);"
Maximiliano PEREIRA,Uruguay,16,Defender,6/8/1984,173.0 cm,125,3,NULL,,"insert into player values ('Maximiliano PEREIRA','Uruguay',16,'Defender',to_date('6/8/1984','mm/dd/yyyy'),'173.0 cm',125,3,NULL);"
